"","GEBJAHR","ALTM","count","sectiorate"
"798",2016,25,2321,0.242567858681603
"799",2016,26,2561,0.262397500976181
"800",2016,27,2764,0.272431259044863
"801",2016,28,2873,0.294813783501566
"802",2016,29,2943,0.291199456337071
"803",2016,30,2950,0.308813559322034
"804",2016,31,2830,0.306713780918728
"805",2016,32,2531,0.338206242591861
"806",2016,33,2287,0.344993441189331
"807",2016,34,1881,0.351940457203615
"808",2016,35,1664,0.394230769230769
"809",2016,36,1227,0.41320293398533
"810",2016,37,955,0.457591623036649
"811",2016,38,656,0.478658536585366
"812",2016,39,564,0.485815602836879
"813",2016,40,435,0.491954022988506
"814",2016,41,272,0.588235294117647
"815",2016,42,150,0.566666666666667
"816",2016,43,98,0.561224489795918
"817",2016,44,53,0.69811320754717
"818",2016,45,29,0.896551724137931
"819",2016,46,18,0.888888888888889
"820",2016,47,9,0.888888888888889
"821",2016,48,7,0.857142857142857
"822",2016,49,7,0.714285714285714
"823",2016,50,6,0.833333333333333
"824",2016,51,1,1
"825",2016,52,1,1
"826",2016,53,1,1
"827",2016,54,1,1
"828",2016,56,1,1
